timestamp,image_path,classification_result_type,classification_result_quantity,classification_result_item
1740440443,/home/sdt/Workspace/onvif/python-onvif-zeep/socket/image_bucket/2025-02-25/20250225-084037.jpg,자갈,부족,발파석
