timestamp,image_path,classification_result_type,classification_result_quantity,classification_result_item
1744162414,/home/sdt/Workspace/onvif/python-onvif-zeep/socket/image_bucket/2025-04-09/20250409-103329.jpg,모래,정상,발파석
