timestamp,image_path,classification_result_type,classification_result_quantity,classification_result_item
1744157241,/home/sdt/Workspace/onvif/python-onvif-zeep/socket/image_bucket/2025-04-09/20250409-090716.jpg,모래,정상,발파석
