timestamp,image_path,classification_result_type,classification_result_quantity,classification_result_item
1747265159,/home/sdt/Workspace/onvif/python-onvif-zeep/socket/image_bucket/2025-05-15/20250515-082554.jpg,자갈,정상,발파석
