timestamp,image_path,classification_result_type,classification_result_quantity,classification_result_item
1742973301,/home/sdt/Workspace/onvif/python-onvif-zeep/socket/image_bucket/2025-03-26/20250326-161456.jpg,덮개,정상,석산
