timestamp,image_path,classification_result_type,classification_result_quantity,classification_result_item
1741825785,/home/sdt/Workspace/onvif/python-onvif-zeep/socket/image_bucket/2025-03-13/20250313-092940.jpg,자갈,부족,발파석
