timestamp,image_path,classification_result_type,classification_result_quantity,classification_result_item
1749435276,/home/sdt/Workspace/onvif/python-onvif-zeep/socket/image_bucket/2025-06-09/20250609-111431.jpg,자갈,부족,발파석
