timestamp,image_path,classification_result_type,classification_result_quantity,classification_result_item
1744335695,/home/sdt/Workspace/onvif/python-onvif-zeep/socket/image_bucket/2025-04-11/20250411-104130.jpg,모래,정상,발파석
